Record Date,Creditor Agency Name,Agency ID,Agency Site Type Code,Agency Site ID,Agency Site Name,Source Agency Alpha,Source Agency Numeric,Source Agency Site ID,Agency Name,Payment Agency ID,Agency Type Code,Payment Source Description,Payment Source Code,Payment Category Description,Payment Type Description,Payment Type Code,Payment Type ID,Debt Type Code,Debt Type Description,Taxable Indicator,Total Gross Amount,Total Net Amount,Total Gross Count,Total Net Count,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-10-01,Delaware Division of Revenue - SIT,202,State,DE01,DE-01-DELAWARE DIVISION OF REVENUE,DE,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,ST,STATE TAX,Y,53300.03,53239.16,55,54,2023,1,2022,4,10,01
2022-10-01,District of Columbia - SIT,201,State,DC01,DC-01-DISTRICT OF COLUMBIA,DC,NV,01,Department of the Navy,251,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,1320.00,1320.00,2,2,2023,1,2022,4,10,01
2022-10-01,District of Columbia - SIT,201,State,DC01,DC-01-DISTRICT OF COLUMBIA,DC,98,01,Department of Homeland Security,180,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,1232.01,1232.01,1,1,2023,1,2022,4,10,01
2022-10-01,District of Columbia - SIT,201,State,DC01,DC-01-DISTRICT OF COLUMBIA,DC,95,01,Dept. of Transportation,177,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,357.67,357.67,1,1,2023,1,2022,4,10,01
2022-10-01,Georgia Department of Labor - UIC,204,State,G301,G3-01-DEPARTMENT OF LABOR,G3,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,28841.31,28657.41,55,54,2023,1,2022,4,10,01
2022-10-01,Florida Department of Labor - UIC,203,State,F301,F3-01-FL DEPT. OF ECONOMIC OPPORTUNITY,F3,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,UC,UNEMPLOYMENT COMP,Y,13788.26,13587.22,44,42,2023,1,2022,4,10,01
2022-10-01,Florida Department of Labor - UIC,203,State,F301,F3-01-FL DEPT. OF ECONOMIC OPPORTUNITY,F3,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,12581.65,12581.65,22,22,2023,1,2022,4,10,01
2022-10-01,Georgia Department of Revenue - SIT,205,State,GA01,GA-01-GEORGIA DEPARTMENT OF REVENUE,GA,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,ST,STATE TAX,Y,1392273.18,1377066.12,1329,1313,2023,1,2022,4,10,01
2022-10-01,Idaho Department of Labor - UIC,208,State,I501,I5-01-DEPARTMENT OF LABOR,I5,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,UC,UNEMPLOYMENT COMP,Y,29108.14,29108.14,20,20,2023,1,2022,4,10,01
2022-10-01,Idaho Department of Labor - UIC,208,State,I501,I5-01-DEPARTMENT OF LABOR,I5,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,10514.00,10514.00,15,15,2023,1,2022,4,10,01
2022-10-01,Hawaii Department of Taxation - SIT,207,State,HI01,HI-01-HAWAII DEPARTMENT OF TAXATION,HI,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,ST,STATE TAX,Y,111412.84,110106.39,101,98,2023,1,2022,4,10,01
2022-10-01,Illinois Dept of Employ Sec - UIC,209,State,I601,I6-01-IL DEPT OF EMPLOYMENT SECURITY,I6,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,UC,UNEMPLOYMENT COMP,Y,104461.00,99248.05,107,103,2023,1,2022,4,10,01
2022-10-01,Illinois Dept of Employ Sec - UIC,209,State,I601,I6-01-IL DEPT OF EMPLOYMENT SECURITY,I6,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,94246.52,94246.52,99,99,2023,1,2022,4,10,01
2022-10-01,Illinois Dept of Employ Sec - UIC,209,State,I60,I6-0-ILLINOIS DEPT. OF EMPLOYMENT SEC.,I6,51,0,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,3076.14,3076.14,1,1,2023,1,2022,4,10,01
2022-10-01,Army and Air Force Exchange Service,14,Federal,15E0,15-E0-ARMY & AIR FORCE EXCHANGE SERVICE,15,M2,E0,State of Maryland - SRP,233,State,State Vendor,NSV,NTDO,State Vendor,NS,5,FN,FEDERAL NON-TAX,N,656.06,656.06,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,20,01,US Department of Energy,44,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,10175.58,10175.58,4,4,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,1W,01,Department of Justice,40,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,528.56,528.56,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,1Q,01,Farm Credit Administration,34,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,909.84,909.84,2,2,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,2B,01,Executive Office of the President,55,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,3.06,3.06,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,28,01,USDA Food and Nutrition Service,52,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1640.88,1640.88,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,27,01,Social Security Administration,51,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2887.55,2887.55,13,13,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,99,01,Bureau of Fiscal Service,181,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2901.44,2901.44,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,98,01,Department of Homeland Security,180,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,58.32,58.32,2,2,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,90,01,Dept. of Transportation,172,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2282.60,2282.60,1,1,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Labor - UIC,224,State,K501,K5-01-KANSAS DEPARTMENT OF LABOR,K5,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,26661.78,25414.25,31,29,2023,1,2022,4,10,01
2022-10-01,Kentucky Department of Labor - UIC,223,State,K401,K4-01-OFFICE OF EMPLOYMENT AND TRAINING,K4,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,UC,UNEMPLOYMENT COMP,Y,13934.76,13934.76,11,11,2023,1,2022,4,10,01
2022-10-01,Kentucky Department of Labor - UIC,223,State,K401,K4-01-OFFICE OF EMPLOYMENT AND TRAINING,K4,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,3940.71,2390.51,9,8,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SRP,221,State,K201,K2-01-COMMONWEALTH OF KENTUCKY (SRP),K2,NV,01,Department of the Navy,251,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,13618.63,13618.63,12,12,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Revenue - SIT,225,State,KS01,KS-01-KANSAS DEPARTMENT OF REVENUE,KS,46,01,Farm Service Agency,121,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,ST,STATE TAX,Y,10468.12,5692.30,7,5,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Revenue - SIT,225,State,KS01,KS-01-KANSAS DEPARTMENT OF REVENUE,KS,34,01,Environmental Protection Agency,84,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,88.50,88.50,1,1,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Revenue - SIT,225,State,KS01,KS-01-KANSAS DEPARTMENT OF REVENUE,KS,1O,01,Admin. Ofc. of the U.S. Courts,32,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,300.26,300.26,1,1,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Revenue - SIT,225,State,KS01,KS-01-KANSAS DEPARTMENT OF REVENUE,KS,03,01,Dept. of Health & Human Services,3,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,580.55,460.26,3,2,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Revenue - SIT,225,State,KS02,KS-02-KANSAS DEPARTMENT OF REVENUE,KS,46,02,Farm Service Agency,121,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,3736.99,3736.99,8,8,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Revenue - SIT,225,State,KS01,KS-01-KANSAS DEPARTMENT OF REVENUE,KS,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,ST,STATE TAX,Y,147306.68,139418.75,184,173,2023,1,2022,4,10,01
2022-10-01,Kansas Department of Revenue - SIT,225,State,KS01,KS-01-KANSAS DEPARTMENT OF REVENUE,KS,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,ST,STATE TAX,Y,112829.43,110576.56,138,134,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,1C,01,Department of Homeland Security,21,State,Vendor payment,VEN,TDO,Vendor Check,VC,13,ST,STATE TAX,Y,8568.69,8568.69,3,3,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,04,01,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,6860.41,6860.41,49,49,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,40,01,US Department of Labor,115,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,3446.70,3446.70,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,3E,01,"DFAS - GFEBS, P2P",93,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,200.00,200.00,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,32,01,U. S. Department of Commerce,82,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,6568.15,6568.15,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,30,01,U. S. Secret Service,80,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,518.79,518.79,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,26,01,U.S. Customs & Border Protection,50,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,1962.97,1962.97,2,2,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,49,01,Federal Communications Commission,124,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,588.00,588.00,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,47,01,USDA National Finance Center,122,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,10191.27,10191.27,3,3,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,46,01,Farm Service Agency,121,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,26683.55,26683.55,14,14,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,NV,01,Department of the Navy,251,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,3402.13,3402.13,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,98,01,Department of Homeland Security,180,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,1075.64,1075.64,1,1,2023,1,2022,4,10,01
2022-10-01,Commonwealth of Kentucky - SIT,226,State,KY01,KY-01-KENTUCKY DEPARTMENT OF REVENUE,KY,51,01,Internal Revenue Service,132,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,296.28,296.28,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,06,01,Small Business Administration,6,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2079.33,2079.33,5,5,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,06,01,Small Business Administration,6,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,337.90,337.90,4,4,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,04,01,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,48789.85,48789.85,70,70,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,04,01,Department of Veterans Affairs,4,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,3475.31,3475.31,19,19,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,18,01,Office of Personnel Management,17,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1633.06,1633.06,2,2,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,13,01,Defense Finance and Acct. Svc.,12,Federal,NTDO Vendor,NTV,NTDO,NTDO Vendor,NV,7,OS,OTHER STATE,N,212.54,212.54,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,12,01,Defense Finance and Accounting Svc.,11,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,182647.51,182647.51,19,19,2023,1,2022,4,10,01
2022-10-01,Army and Air Force Exchange Service,14,Federal,15E0,15-E0-ARMY & AIR FORCE EXCHANGE SERVICE,15,M2,E0,State of Maryland - SRP,233,State,State Tax,NSX,NTDO,State Tax,NX,6,FN,FEDERAL NON-TAX,N,6029.59,6029.59,7,7,2023,1,2022,4,10,01
2022-10-01,Army and Air Force Exchange Service,14,Federal,15E0,15-E0-ARMY & AIR FORCE EXCHANGE SERVICE,15,M5,E0,Minnesota Dept of Revenue - SRP,234,State,State Tax,NSX,NTDO,State Tax,NX,6,FN,FEDERAL NON-TAX,N,550.68,550.68,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,22,01,Department of the Interior,46,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,432.79,432.79,2,2,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,20,01,US Department of Energy,44,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1274.28,1274.28,4,4,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,1W,01,Department of Justice,40,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1232.44,1232.44,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,2N,01,Export Import Bank of the U.S.,67,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2018.78,2018.78,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,29,01,Department of Commerce,53,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,0.19,0.19,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,27,01,Social Security Administration,51,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2203.22,2203.22,8,8,2023,1,2022,4,10,01
2022-10-01,USDA National Finance Center,122,Federal,47F1,47-F1-USDA-NFC,47,1C,F1,Department of Homeland Security,21,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,FN,FEDERAL NON-TAX,N,15717.10,15717.10,56,56,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,35,01,General Services Administration,85,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,0.72,0.72,2,2,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,32,01,U. S. Department of Commerce,82,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2529.89,2529.89,4,4,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,2X,01,Library of Congress,77,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1018.95,1018.95,2,2,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,2W,01,Court Services and Supervision Ag.,76,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2043.38,2043.38,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,3E,01,"DFAS - GFEBS, P2P",93,State,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,519.67,519.67,5,5,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,39,01,US Department of Justice ATFE,89,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,30.00,30.00,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,38,01,Smithsonian Institution,88,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,748.43,748.43,2,2,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,37,01,U. S. Agency for Intl. Development,87,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,3393.93,3393.93,2,2,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,47,01,USDA National Finance Center,122,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,3600.41,3600.41,6,6,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,46,01,Farm Service Agency,121,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1465.62,1465.62,7,7,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,46,01,Farm Service Agency,121,Federal,Vendor payment,VEN,TDO,Vendor Check,VC,13,OS,OTHER STATE,N,192.81,192.81,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,74,01,U.S. Department of Justice  DEA,156,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,120.65,120.65,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,73,01,U.S. Department of Justice  BOP,155,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,2447.97,2447.97,4,4,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,70,01,DHHS Food and Drug Administration,152,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,3.55,3.55,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,91,01,Dept. of Transportation,173,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,216.40,216.40,1,1,2023,1,2022,4,10,01
2022-10-01,State of Louisiana - SRP,227,State,L101,L1-01-LOUISIANA DEPARTMENT OF REVENUE,L1,90,01,Dept. of Transportation,172,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,OS,OTHER STATE,N,1976.44,1976.44,2,2,2023,1,2022,4,10,01
2022-10-01,Michigan Department of Labor - UIC,229,State,L4TX,L4-TX-MICHIGAN LABOR ECONOMIC OPPORTUNITY,L4,51,TX,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,UC,UNEMPLOYMENT COMP,Y,21043.02,21043.02,11,11,2023,1,2022,4,10,01
2022-10-01,Michigan Department of Labor - UIC,229,State,L4TX,L4-TX-MICHIGAN LABOR ECONOMIC OPPORTUNITY,L4,51,TX,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,184047.70,180045.66,148,140,2023,1,2022,4,10,01
2022-10-01,Michigan Department of Labor - UIC,229,State,L401,L4-01-MICHIGAN LABOR ECONOMIC OPPORTUNITY,L4,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,UC,UNEMPLOYMENT COMP,Y,47336.44,38566.11,33,28,2023,1,2022,4,10,01
2022-10-01,Michigan Department of Labor - UIC,229,State,L401,L4-01-MICHIGAN LABOR ECONOMIC OPPORTUNITY,L4,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,25651.22,25651.22,32,32,2023,1,2022,4,10,01
2022-10-01,State of Maryland - SIT,236,State,MD01,MD-01-MARYLAND COMPTROLLER OF TREASURY,MD,81,01,Department of the Interior,163,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,366.05,366.05,1,1,2023,1,2022,4,10,01
2022-10-01,Missouri Department of Labor - UIC,231,State,L901,L9-01-MO DIVISION OF EMPLOYMENT SECURITY,L9,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund EFT,IE,12,UC,UNEMPLOYMENT COMP,Y,40026.55,39668.61,45,43,2023,1,2022,4,10,01
2022-10-01,Missouri Department of Labor - UIC,231,State,L901,L9-01-MO DIVISION OF EMPLOYMENT SECURITY,L9,51,01,Internal Revenue Service,132,Federal,Tax Refund,TAX,TDO,Tax Refund Check,IC,12,UC,UNEMPLOYMENT COMP,Y,27265.00,26929.20,46,44,2023,1,2022,4,10,01
2022-10-01,State of Maryland - SIT,236,State,MD01,MD-01-MARYLAND COMPTROLLER OF TREASURY,MD,96,01,Dept. of Transportation,178,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,192.25,192.25,2,2,2023,1,2022,4,10,01
2022-10-01,State of Maryland - SIT,236,State,MD01,MD-01-MARYLAND COMPTROLLER OF TREASURY,MD,94,01,Dept. of Transportation,176,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,382.00,382.00,2,2,2023,1,2022,4,10,01
2022-10-01,State of Maryland - SIT,236,State,MD01,MD-01-MARYLAND COMPTROLLER OF TREASURY,MD,91,01,Dept. of Transportation,173,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,323.00,323.00,2,2,2023,1,2022,4,10,01
2022-10-01,State of Maryland - SIT,236,State,MD01,MD-01-MARYLAND COMPTROLLER OF TREASURY,MD,82,01,Department of the Interior,164,Federal,Vendor payment,VEN,TDO,Vendor EFT,VE,13,ST,STATE TAX,Y,1000.00,1000.00,1,1,2023,1,2022,4,10,01
